,Source,Destination,Capacity,Airline
82627,OPO,LIS,50,US
82628,OPO,LIS,150,US
82629,OPO,LIS,124,US
82630,OPO,MAD,50,US
82631,ORD,ABQ,78,US
82632,ORD,ALO,44,US
82633,ORD,AMM,303,US
82634,ORD,ART,44,US
82635,ORD,ATL,78,US
82636,ORD,ATL,70,US
82637,ORD,AUS,172,US
82638,ORD,AUS,172,US
82639,ORD,AZO,50,US
82640,ORD,AZO,44,US
82641,ORD,BDL,50,US
82642,ORD,BDL,78,US
82643,ORD,BMI,50,US
82644,ORD,BMI,44,US
82645,ORD,BNA,50,US
82646,ORD,BNA,70,US
82647,ORD,BOS,162,US
82648,ORD,BUF,50,US
82649,ORD,BUF,70,US
82650,ORD,BUF,78,US
82651,ORD,BWI,78,US
82652,ORD,CDG,269,US
82653,ORD,CHA,50,US
82654,ORD,CHA,44,US
82655,ORD,CHO,70,US
82656,ORD,CID,50,US
82657,ORD,CLE,50,US
82658,ORD,CLE,70,US
82659,ORD,CLE,44,US
82660,ORD,CLT,186,US
82661,ORD,CLT,150,US
82662,ORD,CLT,98,US
82663,ORD,CLT,124,US
82664,ORD,CMH,50,US
82665,ORD,CMH,44,US
82666,ORD,CMI,50,US
82667,ORD,CMI,44,US
82668,ORD,COU,50,US
82669,ORD,CUN,162,US
82670,ORD,CVG,50,US
82671,ORD,CWA,44,US
82672,ORD,CWA,50,US
82673,ORD,DAY,50,US
82674,ORD,DBQ,44,US
82675,ORD,DBQ,50,US
82676,ORD,DCA,162,US
82677,ORD,DCA,172,US
82678,ORD,DEN,70,US
82679,ORD,DFW,172,US
82680,ORD,DFW,172,US
82681,ORD,DFW,162,US
82682,ORD,DSM,44,US
82683,ORD,DSM,50,US
82684,ORD,DTW,44,US
82685,ORD,DTW,50,US
82686,ORD,DTW,78,US
82687,ORD,DUB,269,US
82688,ORD,DUS,269,US
82689,ORD,ELP,78,US
82690,ORD,EVV,50,US
82691,ORD,EVV,44,US
82692,ORD,EWR,70,US
82693,ORD,EWR,78,US
82694,ORD,FAR,50,US
82695,ORD,FCO,269,US
82696,ORD,FLL,162,US
82697,ORD,FNT,50,US
82698,ORD,FNT,44,US
82699,ORD,FSD,44,US
82700,ORD,FWA,44,US
82701,ORD,FWA,50,US
82702,ORD,GRB,50,US
82703,ORD,GRR,50,US
82704,ORD,GRR,44,US
82705,ORD,HPN,44,US
82706,ORD,HSV,50,US
82707,ORD,IAH,70,US
82708,ORD,ICT,70,US
82709,ORD,IND,50,US
82710,ORD,IND,44,US
82711,ORD,IND,78,US
82712,ORD,IND,70,US
82713,ORD,IST,293,US
82714,ORD,JAX,50,US
82715,ORD,JAX,70,US
82716,ORD,JFK,162,US
82717,ORD,LAS,162,US
82718,ORD,LAS,172,US
82719,ORD,LAX,162,US
82720,ORD,LEX,44,US
82721,ORD,LEX,50,US
82722,ORD,LGA,162,US
82723,ORD,LHR,269,US
82724,ORD,LHR,305,US
82725,ORD,LIT,50,US
82726,ORD,LSE,50,US
82727,ORD,LSE,44,US
82728,ORD,MAN,269,US
82729,ORD,MBJ,162,US
82730,ORD,MCI,70,US
82731,ORD,MCI,50,US
82732,ORD,MCO,162,US
82733,ORD,MCO,172,US
82734,ORD,MCO,172,US
82735,ORD,MDT,44,US
82736,ORD,MDT,70,US
82737,ORD,MEM,70,US
82738,ORD,MEX,162,US
82739,ORD,MHK,44,US
82740,ORD,MHK,50,US
82741,ORD,MIA,162,US
82742,ORD,MIA,269,US
82743,ORD,MKE,70,US
82744,ORD,MLI,44,US
82745,ORD,MLI,50,US
82746,ORD,MQT,50,US
82747,ORD,MSN,50,US
82748,ORD,MSN,44,US
82749,ORD,MSP,78,US
82750,ORD,MSY,78,US
82751,ORD,NRT,305,US
82752,ORD,OKC,50,US
82753,ORD,OMA,70,US
82754,ORD,PBI,172,US
82755,ORD,PBI,172,US
82756,ORD,PDX,162,US
82757,ORD,PEK,305,US
82758,ORD,PHL,150,US
82759,ORD,PHL,186,US
82760,ORD,PHL,124,US
82761,ORD,PHL,98,US
82762,ORD,PHX,186,US
82763,ORD,PHX,162,US
82764,ORD,PHX,172,US
82765,ORD,PHX,150,US
82766,ORD,PHX,172,US
82767,ORD,PIA,44,US
82768,ORD,PIT,70,US
82769,ORD,PIT,50,US
82770,ORD,PIT,78,US
82771,ORD,PSP,172,US
82772,ORD,PVG,305,US
82773,ORD,PVR,172,US
82774,ORD,RDU,162,US
82775,ORD,RDU,172,US
82776,ORD,RDU,172,US
82777,ORD,RIC,44,US
82778,ORD,RNO,162,US
82779,ORD,ROC,50,US
82780,ORD,RST,44,US
82781,ORD,RST,50,US
82782,ORD,RSW,172,US
82783,ORD,RSW,162,US
82784,ORD,SAN,162,US
82785,ORD,SAT,70,US
82786,ORD,SAT,78,US
82787,ORD,SDF,50,US
82788,ORD,SDF,78,US
82789,ORD,SEA,162,US
82790,ORD,SFO,162,US
82791,ORD,SGF,44,US
82792,ORD,SGF,50,US
82793,ORD,SJC,162,US
82794,ORD,SJD,172,US
82795,ORD,SJD,162,US
82796,ORD,SJU,162,US
82797,ORD,SLC,78,US
82798,ORD,SLC,70,US
82799,ORD,SNA,162,US
82800,ORD,STL,172,US
82801,ORD,STL,172,US
82802,ORD,STL,162,US
82803,ORD,SUX,50,US
82804,ORD,SYR,50,US
82805,ORD,SYR,70,US
82806,ORD,TOL,50,US
82807,ORD,TPA,172,US
82808,ORD,TPA,162,US
82809,ORD,TPA,172,US
82810,ORD,TUL,50,US
82811,ORD,TUL,162,US
82812,ORD,TUS,172,US
82813,ORD,TUS,172,US
82814,ORD,TVC,44,US
82815,ORD,TVC,50,US
82816,ORD,TYS,50,US
82817,ORD,XNA,50,US
82818,ORD,XNA,70,US
82819,ORD,YKF,50,US
82820,ORD,YUL,70,US
82821,ORD,YYZ,50,US
82822,ORD,YYZ,70,US
82823,ORF,CLT,124,US
82824,ORF,CLT,70,US
82825,ORF,DCA,70,US
82826,ORF,DFW,172,US
82827,ORF,DFW,172,US
82828,ORF,JFK,50,US
82829,ORF,LGA,44,US
82830,ORF,MIA,50,US
82831,ORF,PHL,70,US
82832,PAP,FLL,162,US
82833,PAP,MIA,162,US
82834,PAP,MIA,269,US
82835,PAP,MIA,178,US
82836,PBC,DFW,44,US
82837,PBI,CLT,146,US
82838,PBI,CLT,150,US
82839,PBI,CLT,124,US
82840,PBI,DCA,78,US
82841,PBI,DCA,70,US
82842,PBI,DFW,162,US
82843,PBI,LAX,162,US
82844,PBI,LGA,162,US
82845,PBI,ORD,172,US
82846,PBI,ORD,162,US
82847,PBI,ORD,172,US
82848,PBI,PHL,98,US
82849,PBI,PHL,124,US
82850,PDX,CLT,150,US
82851,PDX,DFW,172,US
82852,PDX,ORD,162,US
82853,PDX,PHL,150,US
82854,PDX,PHX,186,US
82855,PDX,PHX,150,US
82856,PDX,PHX,124,US
82857,PEK,JFK,386,US
82858,PEK,LAX,386,US
82859,PEK,ORD,305,US
82860,PEK,SFO,386,US
82861,PER,AKL,368.0,US
82862,PGV,CLT,70,US
82863,PHF,CLT,70,US
82864,PHF,PHL,50,US
82865,PHL,ABE,50,US
82866,PHL,ABE,70,US
82867,PHL,ALB,50,US
82868,PHL,ALB,78,US
82869,PHL,ALB,70,US
82870,PHL,AMS,178,US
82871,PHL,ART,70,US
82872,PHL,ATH,293,US
82873,PHL,ATL,98,US
82874,PHL,ATL,124,US
82875,PHL,AUA,150,US
82876,PHL,AUS,124,US
82877,PHL,AUS,98,US
82878,PHL,AVP,50,US
82879,PHL,AVP,70,US
82880,PHL,BCN,293,US
82881,PHL,BDA,124,US
82882,PHL,BDL,98,US
82883,PHL,BGM,50,US
82884,PHL,BGR,78,US
82885,PHL,BGR,70,US
82886,PHL,BHM,70,US
82887,PHL,BNA,70,US
82888,PHL,BOS,98,US
82889,PHL,BOS,124,US
82890,PHL,BOS,186,US
82891,PHL,BOS,150,US
82892,PHL,BRU,216,US
82893,PHL,BTV,98,US
82894,PHL,BUF,50,US
82895,PHL,BUF,70,US
82896,PHL,BUF,78,US
82897,PHL,BUF,70,US
82898,PHL,BWI,124,US
82899,PHL,BWI,98,US
82900,PHL,CAE,70,US
82901,PHL,CAK,70,US
82902,PHL,CDG,293,US
82903,PHL,CHO,50,US
82904,PHL,CHS,70,US
82905,PHL,CLE,70,US
82906,PHL,CLE,70,US
82907,PHL,CLE,80,US
82908,PHL,CLE,78,US
82909,PHL,CLT,178,US
82910,PHL,CLT,186,US
82911,PHL,CLT,98,US
82912,PHL,CLT,146,US
82913,PHL,CLT,216,US
82914,PHL,CLT,293,US
82915,PHL,CLT,124,US
82916,PHL,CLT,150,US
82917,PHL,CMH,70,US
82918,PHL,CMH,78,US
82919,PHL,CMH,70,US
82920,PHL,CUN,178,US
82921,PHL,CUN,293,US
82922,PHL,CUN,186,US
82923,PHL,CUN,124,US
82924,PHL,CVG,70,US
82925,PHL,DAY,70,US
82926,PHL,DCA,70,US
82927,PHL,DCA,124,US
82928,PHL,DCA,98,US
82929,PHL,DEN,186,US
82930,PHL,DEN,150,US
82931,PHL,DFW,172,US
82932,PHL,DFW,124,US
82933,PHL,DFW,150,US
82934,PHL,DFW,162,US
82935,PHL,DFW,172,US
82936,PHL,DFW,98,US
82937,PHL,DFW,178,US
82938,PHL,DTW,98,US
82939,PHL,DTW,150,US
82940,PHL,DTW,124,US
82941,PHL,DUB,293,US
82942,PHL,ELM,50,US
82943,PHL,ERI,50,US
82944,PHL,EWR,70,US
82945,PHL,EWR,50,US
82946,PHL,FCO,335,US
82947,PHL,FLL,150,US
82948,PHL,FLL,124,US
82949,PHL,FRA,293,US
82950,PHL,FRA,216,US
82951,PHL,GCM,124,US
82952,PHL,GLA,178,US
82953,PHL,GSO,70,US
82954,PHL,GSO,78,US
82955,PHL,GSP,70,US
82956,PHL,HPN,50,US
82957,PHL,HPN,70,US
82958,PHL,HVN,50,US
82959,PHL,IAH,98,US
82960,PHL,ILM,70,US
82961,PHL,ILM,78,US
82962,PHL,IND,98,US
82963,PHL,IND,124,US
82964,PHL,IPT,50,US
82965,PHL,ISP,70,US
82966,PHL,ISP,50,US
82967,PHL,ITH,50,US
82968,PHL,ITH,70,US
82969,PHL,JAX,98,US
82970,PHL,LAS,186,US
82971,PHL,LAS,150,US
82972,PHL,LAX,186,US
82973,PHL,LAX,150,US
82974,PHL,LGA,98,US
82975,PHL,LGA,124,US
82976,PHL,LHR,335,US
82977,PHL,LIS,178,US
82978,PHL,MAD,335,US
82979,PHL,MAN,293,US
82980,PHL,MBJ,150,US
82981,PHL,MBJ,124,US
82982,PHL,MBJ,186,US
82983,PHL,MCI,70,US
82984,PHL,MCI,78,US
82985,PHL,MCI,70,US
82986,PHL,MCO,216,US
82987,PHL,MCO,186,US
82988,PHL,MCO,178,US
82989,PHL,MCO,150,US
82990,PHL,MCO,293,US
82991,PHL,MDT,50,US
82992,PHL,MHT,70,US
82993,PHL,MIA,162,US
82994,PHL,MIA,186,US
82995,PHL,MIA,178,US
82996,PHL,MIA,150,US
82997,PHL,MKE,70,US
82998,PHL,MSP,98,US
82999,PHL,MSP,124,US
83000,PHL,MSY,124,US
83001,PHL,MSY,98,US
83002,PHL,MUC,335,US
83003,PHL,MYR,70,US
83004,PHL,MYR,78,US
83005,PHL,NAS,124,US
83006,PHL,NAS,150,US
83007,PHL,ORD,150,US
83008,PHL,ORD,124,US
83009,PHL,ORD,186,US
83010,PHL,ORD,98,US
83011,PHL,ORF,50,US
83012,PHL,ORF,70,US
83013,PHL,ORF,70,US
83014,PHL,PBI,124,US
83015,PHL,PBI,98,US
83016,PHL,PDX,150,US
83017,PHL,PHF,50,US
83018,PHL,PHX,186,US
83019,PHL,PHX,178,US
83020,PHL,PIT,124,US
83021,PHL,PIT,98,US
83022,PHL,PIT,150,US
83023,PHL,PLS,124,US
83024,PHL,PUJ,124,US
83025,PHL,PUJ,293,US
83026,PHL,PUJ,150,US
83027,PHL,PVD,98,US
83028,PHL,PWM,98,US
83029,PHL,RDU,124,US
83030,PHL,RDU,98,US
83031,PHL,RIC,50,US
83032,PHL,RIC,80,US
83033,PHL,RIC,70,US
83034,PHL,ROA,50,US
83035,PHL,ROC,50,US
83036,PHL,ROC,70,US
83037,PHL,ROC,70,US
83038,PHL,ROC,78,US
83039,PHL,RSW,124,US
83040,PHL,RSW,98,US
83041,PHL,RSW,150,US
83042,PHL,SAN,150,US
83043,PHL,SAT,98,US
83044,PHL,SAV,78,US
83045,PHL,SAV,70,US
83046,PHL,SAV,70,US
83047,PHL,SBY,50,US
83048,PHL,SCE,70,US
83049,PHL,SCE,50,US
83050,PHL,SDF,70,US
83051,PHL,SDF,80,US
83052,PHL,SDQ,150,US
83053,PHL,SEA,150,US
83054,PHL,SEA,186,US
83055,PHL,SFO,150,US
83056,PHL,SFO,186,US
83057,PHL,SJU,216,US
83058,PHL,SJU,178,US
83059,PHL,SJU,150,US
83060,PHL,SLC,150,US
83061,PHL,STL,70,US
83062,PHL,STL,70,US
83063,PHL,STL,78,US
83064,PHL,STT,178,US
83065,PHL,SWF,50,US
83066,PHL,SWF,70,US
83067,PHL,SXM,293,US
83068,PHL,SYR,50,US
83069,PHL,SYR,70,US
83070,PHL,SYR,78,US
83071,PHL,SYR,70,US
83072,PHL,TLV,293,US
83073,PHL,TPA,186,US
83074,PHL,TPA,150,US
83075,PHL,TPA,124,US
83076,PHL,TPA,146,US
83077,PHL,TYS,70,US
83078,PHL,VCE,293,US
83079,PHL,YHZ,70,US
83080,PHL,YHZ,70,US
83081,PHL,YHZ,78,US
83082,PHL,YOW,70,US
83083,PHL,YQB,70,US
83084,PHL,YUL,70,US
83085,PHL,YYZ,70,US
83086,PHL,YYZ,78,US
83087,PHL,ZRH,216,US
83088,PHX,ABQ,80,US
83089,PHX,ABQ,70,US
83090,PHX,ANC,150,US
83091,PHX,ATL,186,US
83092,PHX,ATL,150,US
83093,PHX,AUS,124,US
83094,PHX,BFL,80,US
83095,PHX,BFL,70,US
83096,PHX,BOI,124,US
83097,PHX,BOS,150,US
83098,PHX,BOS,124,US
83099,PHX,BUR,80,US
83100,PHX,BUR,70,US
83101,PHX,BWI,186,US
83102,PHX,BWI,124,US
83103,PHX,BWI,150,US
83104,PHX,CLT,186,US
83105,PHX,CLT,150,US
83106,PHX,CMH,150,US
83107,PHX,CMH,124,US
83108,PHX,CUN,178,US
83109,PHX,CUN,150,US
83110,PHX,CUN,186,US
83111,PHX,DCA,178,US
83112,PHX,DCA,150,US
83113,PHX,DCA,124,US
83114,PHX,DEN,150,US
83115,PHX,DEN,186,US
83116,PHX,DFW,172,US
83117,PHX,DFW,124,US
83118,PHX,DFW,162,US
83119,PHX,DFW,186,US
83120,PHX,DFW,172,US
83121,PHX,DFW,150,US
83122,PHX,DRO,70,US
83123,PHX,DRO,80,US
83124,PHX,DSM,124,US
83125,PHX,DTW,186,US
83126,PHX,DTW,124,US
83127,PHX,ELP,80,US
83128,PHX,ELP,70,US
83129,PHX,EWR,150,US
83130,PHX,FAT,80,US
83131,PHX,FAT,70,US
83132,PHX,FLG,70,US
83133,PHX,FLL,150,US
83134,PHX,FLL,124,US
83135,PHX,GDL,80,US
83136,PHX,GDL,70,US
83137,PHX,GEG,124,US
83138,PHX,GJT,70,US
83139,PHX,HMO,70,US
83140,PHX,HNL,178,US
83141,PHX,IAH,124,US
83142,PHX,IAH,186,US
83143,PHX,IAH,150,US
83144,PHX,IND,150,US
83145,PHX,IND,124,US
83146,PHX,JFK,186,US
83147,PHX,KOA,178,US
83148,PHX,LAS,186,US
83149,PHX,LAS,150,US
83150,PHX,LAS,124,US
83151,PHX,LAX,186,US
83152,PHX,LAX,124,US
83153,PHX,LAX,150,US
83154,PHX,LGB,124,US
83155,PHX,LIH,178,US
83156,PHX,MCI,124,US
83157,PHX,MCO,150,US
83158,PHX,MCO,186,US
83159,PHX,MEX,124,US
83160,PHX,MIA,162,US
83161,PHX,MKE,124,US
83162,PHX,MRY,70,US
83163,PHX,MSP,150,US
83164,PHX,MSP,186,US
83165,PHX,MSP,124,US
83166,PHX,MZT,150,US
83167,PHX,MZT,124,US
83168,PHX,OAK,124,US
83169,PHX,OGG,178,US
83170,PHX,OMA,124,US
83171,PHX,ONT,124,US
83172,PHX,ONT,150,US
83173,PHX,ORD,172,US
83174,PHX,ORD,150,US
83175,PHX,ORD,186,US
83176,PHX,ORD,162,US
83177,PHX,PDX,124,US
83178,PHX,PDX,150,US
83179,PHX,PDX,186,US
83180,PHX,PHL,178,US
83181,PHX,PHL,186,US
83182,PHX,PIT,124,US
83183,PHX,PIT,150,US
83184,PHX,PSP,80,US
83185,PHX,PSP,70,US
83186,PHX,PVR,150,US
83187,PHX,PVR,124,US
83188,PHX,PVR,186,US
83189,PHX,RNO,124,US
83190,PHX,RNO,150,US
83191,PHX,SAN,150,US
83192,PHX,SAN,186,US
83193,PHX,SAT,80,US
83194,PHX,SBA,70,US
83195,PHX,SBA,80,US
83196,PHX,SBP,80,US
83197,PHX,SBP,70,US
83198,PHX,SEA,150,US
83199,PHX,SEA,186,US
83200,PHX,SFO,150,US
83201,PHX,SFO,186,US
83202,PHX,SJC,124,US
83203,PHX,SJC,150,US
83204,PHX,SJD,150,US
83205,PHX,SJD,124,US
83206,PHX,SJD,178,US
83207,PHX,SJD,186,US
83208,PHX,SLC,124,US
83209,PHX,SLC,186,US
83210,PHX,SLC,150,US
83211,PHX,SMF,124,US
83212,PHX,SMF,150,US
83213,PHX,SMF,186,US
83214,PHX,SNA,124,US
83215,PHX,SNA,150,US
83216,PHX,SNA,186,US
83217,PHX,STL,124,US
83218,PHX,TPA,150,US
83219,PHX,TUS,80,US
83220,PHX,TUS,70,US
83221,PHX,YEG,124,US
83222,PHX,YEG,150,US
83223,PHX,YUM,70,US
83224,PHX,YVR,124,US
83225,PHX,YVR,186,US
83226,PHX,YYC,124,US
83227,PHX,ZIH,150,US
83228,PIA,DFW,50,US
83229,PIA,ORD,44,US
83230,PIT,BDL,44,US
83231,PIT,BOS,70,US
83232,PIT,BOS,70,US
83233,PIT,CLT,124,US
83234,PIT,CLT,146,US
83235,PIT,CLT,186,US
83236,PIT,CLT,150,US
83237,PIT,DCA,78,US
83238,PIT,DCA,70,US
83239,PIT,DCA,70,US
83240,PIT,DFW,172,US
83241,PIT,JFK,50,US
83242,PIT,LAX,162,US
83243,PIT,LGA,78,US
83244,PIT,LGA,70,US
83245,PIT,MIA,50,US
83246,PIT,ORD,70,US
83247,PIT,ORD,50,US
83248,PIT,ORD,78,US
83249,PIT,PHL,150,US
83250,PIT,PHL,124,US
83251,PIT,PHL,98,US
83252,PIT,PHX,124,US
83253,PIT,PHX,150,US
83254,PIT,RDU,44,US
83255,PIT,STL,44,US
83256,PLS,CLT,186,US
83257,PLS,DFW,162,US
83258,PLS,MIA,178,US
83259,PLS,PHL,124,US
83260,PNS,CLT,80,US
83261,PNS,DCA,70,US
83262,PNS,DFW,172,US
83263,PNS,DFW,172,US
83264,PNS,MIA,50,US
83265,POA,MIA,269,US
83266,POP,MIA,178,US
83267,POS,MIA,178,US
83268,PSP,DFW,172,US
83269,PSP,DFW,172,US
83270,PSP,ORD,172,US
83271,PSP,PHX,70,US
83272,PSP,PHX,80,US
83273,PTP,MIA,162,US
83274,PTY,DFW,162,US
83275,PTY,MIA,162,US
83276,PUJ,CLT,124,US
83277,PUJ,CLT,178,US
83278,PUJ,CLT,186,US
83279,PUJ,CLT,150,US
83280,PUJ,MIA,162,US
83281,PUJ,PHL,124,US
83282,PUJ,PHL,293,US
83283,PUJ,PHL,150,US
83284,PVD,CLT,150,US
83285,PVD,CLT,186,US
83286,PVD,CLT,124,US
83287,PVD,DCA,78,US
83288,PVD,DCA,70,US
83289,PVD,DCA,70,US
83290,PVD,PHL,98,US
83291,PVG,ORD,305,US
83292,PVR,DFW,172,US
83293,PVR,DFW,172,US
83294,PVR,ORD,172,US
83295,PVR,PHX,150,US
83296,PVR,PHX,124,US
83297,PVR,PHX,186,US
83298,QRO,DFW,44,US
83299,RAP,DFW,70,US
83300,RAP,DFW,50,US
83301,RAR,AKL,269,US
83302,RAR,AKL,150,US
83303,RAR,AKL,368.0,US
83304,RAR,LAX,269,US
83305,RDM,LAX,70,US
83306,RDU,CLT,186,US
83307,RDU,CLT,150,US
83308,RDU,CLT,146,US
83309,RDU,CLT,124,US
83310,RDU,CLT,98,US
83311,RDU,DCA,44,US
83312,RDU,DCA,70,US
83313,RDU,DFW,172,US
83314,RDU,DFW,172,US
83315,RDU,DFW,162,US
83316,RDU,JFK,44,US
83317,RDU,JFK,70,US
83318,RDU,LAX,162,US
83319,RDU,LGA,70,US
83320,RDU,LGA,44,US
83321,RDU,LHR,269,US
83322,RDU,MIA,162,US
83323,RDU,ORD,172,US
83324,RDU,ORD,162,US
83325,RDU,PHL,98,US
83326,RDU,PHL,124,US
83327,RDU,PIT,44,US
83328,REC,MIA,178,US
83329,RIC,BOS,70,US
83330,RIC,CLT,124,US
83331,RIC,CLT,70,US
83332,RIC,DFW,172,US
83333,RIC,DFW,172,US
83334,RIC,LGA,44,US
83335,RIC,MIA,50,US
83336,RIC,ORD,44,US
83337,RIC,PHL,70,US
83338,RIC,PHL,50,US
83339,RNO,DFW,172,US
83340,RNO,DFW,162,US
83341,RNO,LAX,70,US
83342,RNO,ORD,162,US
83343,RNO,PHX,124,US
83344,RNO,PHX,150,US
83345,ROA,CLT,70,US
83346,ROA,LGA,44,US
83347,ROA,PHL,50,US
83348,ROC,BOS,70,US
83349,ROC,CLT,124,US
83350,ROC,DCA,70,US
83351,ROC,DCA,70,US
83352,ROC,ORD,50,US
83353,ROC,PHL,70,US
83354,ROC,PHL,70,US
83355,ROC,PHL,50,US
83356,ROC,PHL,78,US
83357,ROW,DFW,44,US
83358,RST,ORD,44,US
83359,RST,ORD,50,US
83360,RSW,CLT,186,US
83361,RSW,CLT,150,US
83362,RSW,CLT,124,US
83363,RSW,CLT,146,US
83364,RSW,DCA,78,US
83365,RSW,DCA,70,US
83366,RSW,DFW,162,US
83367,RSW,ORD,162,US
83368,RSW,ORD,172,US
83369,RSW,PHL,124,US
83370,RSW,PHL,98,US
83371,RSW,PHL,150,US
83372,RTB,DFW,162,US
83373,RTB,MIA,162,US
83374,SAF,DFW,50,US
83375,SAF,LAX,70,US
83376,SAL,DFW,98,US
83377,SAL,IAD,186,US
83378,SAL,IAD,124,US
83379,SAL,IAD,150,US
83380,SAL,IAH,98,US
83381,SAL,JFK,150,US
83382,SAL,LAX,150,US
83383,SAL,LAX,186,US
83384,SAL,MCO,98,US
83385,SAL,MIA,150,US
83386,SAL,MIA,162,US
83387,SAL,MIA,98,US
83388,SAL,SFO,124,US
83389,SAL,SFO,150,US
83390,SAN,CLT,150,US
83391,SAN,CLT,186,US
83392,SAN,DCA,124,US
83393,SAN,DFW,172,US
83394,SAN,DFW,172,US
83395,SAN,DFW,162,US
83396,SAN,DFW,178,US
83397,SAN,JFK,162,US
83398,SAN,LAX,70,US
83399,SAN,LAX,70,US
83400,SAN,MIA,162,US
83401,SAN,ORD,162,US
83402,SAN,PHL,150,US
83403,SAN,PHX,186,US
83404,SAN,PHX,150,US
83405,SAP,MIA,162,US
83406,SAP,MIA,150,US
83407,SAP,MIA,98,US
83408,SAP,MIA,124,US
83409,SAT,CLT,124,US
83410,SAT,DFW,172,US
83411,SAT,DFW,172,US
83412,SAT,ORD,78,US
83413,SAT,PHL,98,US
83414,SAT,PHX,80,US
83415,SAV,CLT,70,US
83416,SAV,CLT,70,US
83417,SAV,DCA,70,US
83418,SAV,DFW,50,US
83419,SAV,PHL,78,US
83420,SAV,PHL,70,US
83421,SAV,PHL,70,US
83422,SBA,PHX,80,US
83423,SBA,PHX,70,US
83424,SBP,PHX,80,US
83425,SBP,PHX,70,US
83426,SBY,CLT,50,US
83427,SBY,PHL,50,US
83428,SCE,PHL,70,US
83429,SCE,PHL,50,US
83430,SCL,DFW,269,US
83431,SCL,MIA,269,US
83432,SDF,CLT,124,US
83433,SDF,CLT,70,US
83434,SDF,CLT,70,US
83435,SDF,DCA,70,US
83436,SDF,DFW,172,US
83437,SDF,DFW,44,US
83438,SDF,DFW,172,US
83439,SDF,DFW,124,US
83440,SDF,LGA,44,US
83441,SDF,MIA,50,US
83442,SDF,ORD,50,US
83443,SDF,ORD,78,US
83444,SDF,PHL,80,US
83445,SDF,PHL,70,US
83446,SDQ,MIA,178,US
83447,SDQ,MIA,269,US
83448,SDQ,PHL,150,US
83449,SEA,CLT,150,US
83450,SEA,CLT,186,US
83451,SEA,CLT,124,US
83452,SEA,DFW,162,US
83453,SEA,DFW,178,US
83454,SEA,JFK,162,US
83455,SEA,MIA,178,US
83456,SEA,ORD,162,US
83457,SEA,PHL,150,US
83458,SEA,PHL,186,US
83459,SEA,PHX,186,US
83460,SEA,PHX,150,US
83461,SEA,TPE,416,US
83462,SFO,AKL,368.0,US
83463,SFO,AKL,416,US
83464,SFO,CLT,186,US
83465,SFO,DFW,162,US
83466,SFO,DFW,178,US
83467,SFO,DFW,269,US
83468,SFO,HKG,396.0,US
83469,SFO,ICN,396.0,US
83470,SFO,JFK,269,US
83471,SFO,JFK,244.0,US
83472,SFO,LAX,162,US
83473,SFO,MIA,178,US
83474,SFO,MIA,269,US
83475,SFO,MIA,162,US
83476,SFO,ORD,162,US
83477,SFO,PEK,386,US
83478,SFO,PHL,150,US
83479,SFO,PHL,186,US
83480,SFO,PHX,186,US
83481,SFO,PHX,150,US
83482,SFO,SAL,124,US
83483,SFO,SAL,150,US
83484,SFO,TPE,396.0,US
83485,SGF,DFW,50,US
83486,SGF,DFW,44,US
83487,SGF,ORD,50,US
83488,SGF,ORD,44,US
83489,SHV,DFW,70,US
83490,SHV,DFW,44,US
83491,SHV,DFW,50,US
83492,SIN,AMS,396.0,US
83493,SIN,AMS,368.0,US
83494,SIN,FRA,555,US
83495,SIN,HKG,396.0,US
83496,SIN,ICN,396.0,US
83497,SIN,MUC,396.0,US
83498,SIN,NRT,555,US
83499,SIN,ZRH,555,US
83500,SJC,DFW,172,US
83501,SJC,LAX,70,US
83502,SJC,ORD,162,US
83503,SJC,PHX,150,US
83504,SJC,PHX,124,US
83505,SJD,CLT,150,US
83506,SJD,DFW,172,US
83507,SJD,DFW,172,US
83508,SJD,LAX,172,US
83509,SJD,LAX,162,US
83510,SJD,ORD,172,US
83511,SJD,ORD,162,US
83512,SJD,PHX,150,US
83513,SJD,PHX,124,US
83514,SJD,PHX,178,US
83515,SJD,PHX,186,US
83516,SJO,CLT,124,US
83517,SJO,DFW,178,US
83518,SJO,JFK,162,US
83519,SJO,MIA,178,US
83520,SJO,MIA,162,US
83521,SJT,DFW,50,US
83522,SJU,CLT,186,US
83523,SJU,DFW,178,US
83524,SJU,JFK,178,US
83525,SJU,MIA,162,US
83526,SJU,MIA,178,US
83527,SJU,ORD,162,US
83528,SJU,PHL,178,US
83529,SJU,PHL,216,US
83530,SJU,PHL,150,US
83531,SKB,MIA,162,US
83532,SKG,ATH,150,US
83533,SKG,MUC,150,US
83534,SLC,CLT,150,US
83535,SLC,DFW,172,US
83536,SLC,DFW,172,US
83537,SLC,LAX,70,US
83538,SLC,ORD,78,US
83539,SLC,ORD,70,US
83540,SLC,PHL,150,US
83541,SLC,PHX,150,US
83542,SLC,PHX,124,US
83543,SLC,PHX,186,US
83544,SLP,DFW,44,US
83545,SMF,CLT,186,US
83546,SMF,DFW,172,US
83547,SMF,LAX,70,US
83548,SMF,PHX,150,US
83549,SMF,PHX,124,US
83550,SMF,PHX,186,US
83551,SNA,DFW,162,US
83552,SNA,ORD,162,US
83553,SNA,PHX,150,US
83554,SNA,PHX,124,US
83555,SNA,PHX,186,US
83556,SPS,DFW,44,US
