,Source,Destination,Capacity,Airline
914,MIG,NKG,124,3U
915,MIG,SYX,150,3U
916,MIG,XNN,150,3U
917,NGB,CKG,124,3U
918,NGB,HAK,186,3U
919,NGB,HRB,186,3U
920,NGB,KHN,186,3U
921,NGB,KMG,150,3U
922,NGB,SHE,186,3U
923,NGB,SYX,186,3U
924,NKG,CGQ,150,3U
925,NKG,CKG,124,3U
926,NKG,CTU,124,3U
927,NKG,CTU,150,3U
928,NKG,DYG,124,3U
929,NKG,HRB,124,3U
930,NKG,KMG,150,3U
931,NKG,MIG,124,3U
932,NKG,SYX,150,3U
933,NNG,CKG,124,3U
934,NNG,CTU,124,3U
935,NNG,CTU,150,3U
936,NNG,SGN,150,3U
937,NNG,WUH,186,3U
938,NTG,WUH,124,3U
939,NZH,HRB,186,3U
940,PEK,CKG,124,3U
941,PEK,CKG,186,3U
942,PEK,CKG,150,3U
943,PEK,CTU,186,3U
944,PEK,CTU,150,3U
945,PEK,CTU,293,3U
946,PEK,WXN,150,3U
947,PEK,ZHY,150,3U
948,PVG,CKG,150,3U
949,PVG,CKG,124,3U
950,PVG,CTU,293,3U
951,PVG,CTU,186,3U
952,PVG,SPN,293,3U
953,PZI,CKG,124,3U
954,PZI,CTU,124,3U
955,SGN,NNG,150,3U
956,SHE,CSX,150,3U
957,SHE,CTU,293,3U
958,SHE,DSN,124,3U
959,SHE,NGB,186,3U
960,SHE,TYN,186,3U
961,SHE,XUZ,150,3U
962,SHE,YVR,293,3U
963,SJW,CTU,150,3U
964,SJW,HRB,186,3U
965,SJW,KWL,186,3U
966,SPN,CAN,293,3U
967,SPN,PVG,293,3U
968,SWA,CKG,124,3U
969,SYD,CKG,293,3U
970,SYX,CKG,150,3U
971,SYX,CTU,186,3U
972,SYX,KWE,186,3U
973,SYX,KWL,150,3U
974,SYX,MIG,150,3U
975,SYX,NGB,186,3U
976,SYX,NKG,150,3U
977,SYX,TNA,186,3U
978,SYX,WNZ,186,3U
979,SYX,YBP,124,3U
980,SZX,CKG,150,3U
981,SZX,CTU,150,3U
982,SZX,CTU,186,3U
983,SZX,WXN,124,3U
984,TAO,CTU,186,3U
985,TAO,KMG,150,3U
986,TNA,CGQ,186,3U
987,TNA,CKG,186,3U
988,TNA,CTU,186,3U
989,TNA,DLC,186,3U
990,TNA,HRB,150,3U
991,TNA,HRB,186,3U
992,TNA,KMG,150,3U
993,TNA,SYX,186,3U
994,TNA,XIY,150,3U
995,TPE,KMG,150,3U
996,TSA,CKG,150,3U
997,TSA,CTU,150,3U
998,TSN,CGQ,150,3U
999,TSN,CGQ,124,3U
1000,TSN,CKG,124,3U
1001,TSN,CTU,186,3U
1002,TSN,HGH,150,3U
1003,TSN,HRB,186,3U
1004,TSN,LHW,186,3U
1005,TVS,TYN,124,3U
1006,TYN,CKG,186,3U
1007,TYN,CTU,124,3U
1008,TYN,DAT,124,3U
1009,TYN,HGH,150,3U
1010,TYN,SHE,186,3U
1011,TYN,TVS,124,3U
1012,URC,CGO,150,3U
1013,URC,CKG,150,3U
1014,URC,CTU,124,3U
1015,URC,CTU,293,3U
1016,URC,KHG,124,3U
1017,URC,XIY,124,3U
1018,UYN,XIY,124,3U
1019,WNZ,CSX,124,3U
1020,WNZ,CTU,150,3U
1021,WNZ,HRB,186,3U
1022,WNZ,KWE,150,3U
1023,WNZ,SYX,186,3U
1024,WUH,CKG,124,3U
1025,WUH,CTU,124,3U
1026,WUH,HRB,186,3U
1027,WUH,JJN,124,3U
1028,WUH,NNG,186,3U
1029,WUH,NTG,124,3U
1030,WUX,CKG,124,3U
1031,WUX,CTU,150,3U
1032,WXN,CTU,124,3U
1033,WXN,KMG,150,3U
1034,WXN,PEK,150,3U
1035,WXN,SZX,124,3U
1036,XIC,CTU,150,3U
1037,XIY,BHY,186,3U
1038,XIY,CKG,124,3U
1039,XIY,CTU,150,3U
1040,XIY,CTU,124,3U
1041,XIY,FOC,124,3U
1042,XIY,GXH,124,3U
1043,XIY,HRB,186,3U
1044,XIY,KMG,150,3U
1045,XIY,LXA,124,3U
1046,XIY,LYI,124,3U
1047,XIY,LYI,150,3U
1048,XIY,TNA,150,3U
1049,XIY,URC,124,3U
1050,XIY,UYN,124,3U
1051,XIY,XMN,124,3U
1052,XIY,XNN,124,3U
1053,XIY,YBP,124,3U
1054,XMN,CSX,186,3U
1055,XMN,CTU,150,3U
1056,XMN,CZX,186,3U
1057,XMN,KMG,150,3U
1058,XMN,KOW,150,3U
1059,XMN,XIY,124,3U
1060,XNN,CKG,150,3U
1061,XNN,CTU,150,3U
1062,XNN,LXA,124,3U
1063,XNN,MIG,150,3U
1064,XNN,XIY,124,3U
1065,XNN,ZHY,150,3U
1066,XUZ,CTU,150,3U
1067,XUZ,DLC,150,3U
1068,XUZ,HRB,150,3U
1069,XUZ,HRB,186,3U
1070,XUZ,KMG,150,3U
1071,XUZ,KWE,186,3U
1072,XUZ,SHE,150,3U
1073,YBP,SYX,124,3U
1074,YBP,XIY,124,3U
1075,YIH,CKG,124,3U
1076,YIH,CTU,150,3U
1077,YIH,HKG,150,3U
1078,YTY,CTU,124,3U
1079,YVR,SHE,293,3U
1080,ZHA,CKG,124,3U
1081,ZHA,HKG,124,3U
1082,ZHY,PEK,150,3U
1083,ZHY,XNN,150,3U
1084,ZUH,CZX,150,3U
1085,ZUH,HAK,150,3U
1086,LAS,LAX,9.0,4B
1087,LAX,LAS,9.0,4B
1088,CAI,TLV,70,4D
1089,TLV,CAI,70,4D
1090,MCG,NIB,9.0,4E
1091,MCG,TCT,9.0,4E
1092,NIB,MCG,9.0,4E
1093,TCT,TLJ,9.0,4E
1094,TLJ,MCG,9.0,4E
1095,EYK,VKO,120.0,4G
1096,NCU,VKO,126,4G
1097,NUX,TJM,164,4G
1098,NUX,UFA,164,4G
1099,NUX,VKO,126,4G
1100,NUX,VKO,164,4G
1101,NYM,OVS,24.0,4G
1102,NYM,VKO,126,4G
1103,OVS,NYM,24.0,4G
1104,OVS,SVX,24.0,4G
1105,OVS,VKO,120.0,4G
1106,SVX,OVS,24.0,4G
1107,TJM,NUX,164,4G
1108,UCT,VKO,120.0,4G
1109,UFA,NUX,164,4G
1110,VKO,EYK,120.0,4G
1111,VKO,NCU,126,4G
1112,VKO,NUX,126,4G
1113,VKO,NUX,164,4G
1114,VKO,NYM,126,4G
1115,VKO,OVS,120.0,4G
1116,VKO,UCT,120.0,4G
1117,BKK,DAC,74,4H
1118,BZL,DAC,50,4H
1119,CCU,CGP,74,4H
1120,CCU,DAC,74,4H
1121,CGP,CCU,74,4H
1122,CGP,DAC,50,4H
1123,CGP,MCT,218,4H
1124,CXB,DAC,50,4H
1125,DAC,BKK,74,4H
1126,DAC,BZL,50,4H
1127,DAC,CCU,74,4H
1128,DAC,CGP,50,4H
1129,DAC,CXB,50,4H
1130,DAC,DXB,218,4H
1131,DAC,JED,218,4H
1132,DAC,JSR,50,4H
1133,DAC,KTM,74,4H
1134,DAC,KUL,74,4H
1135,DAC,MCT,218,4H
1136,DAC,SPD,50,4H
1137,DAC,ZYL,218,4H
1138,DXB,DAC,218,4H
1139,JED,DAC,218,4H
1140,JSR,DAC,50,4H
1141,KTM,DAC,74,4H
1142,KUL,DAC,74,4H
1143,MCT,CGP,218,4H
1144,MCT,DAC,218,4H
1145,RJH,DAC,50,4H
1146,SPD,DAC,50,4H
1147,SPD,RJH,50,4H
1148,ZYL,DAC,218,4H
1149,YGZ,YRB,20.0,4K
1150,YRB,YGZ,20.0,4K
1151,DFW,EZE,305,4M
1152,EZE,DFW,305,4M
1153,EZE,JFK,305,4M
1154,EZE,MIA,305,4M
1155,EZE,MIA,269,4M
1156,EZE,PUJ,269,4M
1157,JFK,EZE,305,4M
1158,MIA,EZE,305,4M
1159,MIA,EZE,269,4M
1160,MIA,PUJ,269,4M
1161,PUJ,EZE,269,4M
1162,PUJ,MIA,269,4M
1163,YEG,YXY,126,4N
1164,YLW,YVR,126,4N
1165,YLW,YXY,126,4N
1166,YOW,YZF,126,4N
1167,YVR,YLW,126,4N
1168,YVR,YXY,126,4N
1169,YXY,YLW,126,4N
1170,YXY,YVR,126,4N
1171,YXY,YYC,126,4N
1172,YXY,YZF,126,4N
1173,YYC,YEG,126,4N
1174,YZF,YOW,126,4N
1175,YZF,YXY,126,4N
1176,ACA,MEX,150,4O
1177,ACA,TLC,150,4O
1178,AGU,MEX,1.0,4O
1179,BOG,MEX,150,4O
1180,CEN,MEX,150,4O
1181,CJS,MEX,150,4O
1182,CME,MEX,150,4O
1183,CPE,MEX,1.0,4O
1184,CTM,MEX,150,4O
1185,CUL,MEX,150,4O
1186,CUN,MEX,150,4O
1187,CUN,MTY,150,4O
1188,CUN,TLC,150,4O
1189,CUU,MEX,150,4O
1190,CZM,MEX,150,4O
1191,GDL,MEX,150,4O
1192,GDL,MTY,150,4O
1193,GDL,SAT,150,4O
1194,GDL,SJD,150,4O
1195,GDL,SNA,150,4O
1196,GDL,TIJ,150,4O
1197,GUA,MEX,150,4O
1198,HAV,MEX,150,4O
1199,HMO,MEX,150,4O
1200,HUX,MEX,150,4O
1201,JFK,MEX,150,4O
1202,LAP,MEX,1.0,4O
1203,LAS,MTY,150,4O
1204,LAS,TLC,150,4O
1205,MEX,ACA,150,4O
1206,MEX,AGU,1.0,4O
1207,MEX,BOG,150,4O
1208,MEX,CEN,150,4O
1209,MEX,CJS,150,4O
1210,MEX,CME,150,4O
1211,MEX,CPE,1.0,4O
1212,MEX,CTM,150,4O
1213,MEX,CUL,150,4O
1214,MEX,CUN,150,4O
1215,MEX,CUU,150,4O
1216,MEX,CZM,150,4O
1217,MEX,GDL,150,4O
1218,MEX,GUA,150,4O
1219,MEX,HAV,150,4O
1220,MEX,HMO,150,4O
1221,MEX,HUX,150,4O
1222,MEX,JFK,150,4O
1223,MEX,LAP,1.0,4O
1224,MEX,MIA,150,4O
1225,MEX,MID,150,4O
1226,MEX,MTT,1.0,4O
1227,MEX,MTY,150,4O
1228,MEX,MZT,1.0,4O
1229,MEX,OAX,150,4O
1230,MEX,PQM,1.0,4O
1231,MEX,PVR,150,4O
1232,MEX,REX,1.0,4O
1233,MEX,SAT,150,4O
1234,MEX,SJD,150,4O
1235,MEX,SJO,150,4O
1236,MEX,SNA,150,4O
1237,MEX,TAM,150,4O
1238,MEX,TGZ,150,4O
1239,MEX,TIJ,150,4O
1240,MEX,TRC,1.0,4O
1241,MEX,VER,150,4O
1242,MEX,VSA,150,4O
1243,MEX,ZCL,1.0,4O
1244,MEX,ZIH,150,4O
1245,MEX,ZLO,1.0,4O
1246,MIA,MEX,150,4O
1247,MID,MEX,150,4O
1248,MTT,MEX,1.0,4O
1249,MTY,CUN,150,4O
1250,MTY,GDL,150,4O
1251,MTY,LAS,150,4O
1252,MTY,MEX,150,4O
1253,MTY,SAT,150,4O
1254,MTY,TLC,150,4O
1255,MZT,MEX,1.0,4O
1256,OAX,MEX,150,4O
1257,PQM,MEX,1.0,4O
1258,PVR,MEX,150,4O
1259,PVR,TLC,150,4O
1260,REX,MEX,1.0,4O
1261,SAT,GDL,150,4O
1262,SAT,MEX,150,4O
1263,SAT,MTY,150,4O
1264,SAT,TLC,150,4O
1265,SJD,GDL,150,4O
1266,SJD,MEX,150,4O
1267,SJD,TLC,150,4O
1268,SJO,MEX,150,4O
1269,SNA,GDL,150,4O
1270,SNA,MEX,150,4O
1271,TAM,MEX,150,4O
1272,TGZ,MEX,150,4O
1273,TIJ,GDL,150,4O
1274,TIJ,MEX,150,4O
1275,TLC,ACA,150,4O
1276,TLC,CUN,150,4O
1277,TLC,LAS,150,4O
1278,TLC,MTY,150,4O
1279,TLC,PVR,150,4O
1280,TLC,SAT,150,4O
1281,TLC,SJD,150,4O
1282,TLC,ZIH,150,4O
1283,TRC,MEX,1.0,4O
1284,VER,MEX,150,4O
1285,VSA,MEX,150,4O
1286,ZCL,MEX,1.0,4O
1287,ZIH,MEX,150,4O
1288,ZIH,TLC,150,4O
1289,ZLO,MEX,1.0,4O
1290,DEL,HEA,150,4Q
1291,DEL,KBL,150,4Q
1292,DXB,KBL,124,4Q
1293,HEA,DEL,150,4Q
1294,HEA,ISB,124,4Q
1295,HEA,KBL,124,4Q
1296,HEA,KBL,150,4Q
1297,ISB,HEA,124,4Q
1298,ISB,KBL,124,4Q
1299,KBL,DEL,150,4Q
1300,KBL,DXB,124,4Q
1301,KBL,HEA,124,4Q
1302,KBL,HEA,150,4Q
1303,KBL,ISB,124,4Q
1304,KBL,MZR,124,4Q
1305,MZR,KBL,124,4Q
1306,AYT,ZRH,150,4T
1307,BSL,HRG,150,4T
1308,HRG,BSL,150,4T
1309,HRG,ZRH,150,4T
1310,PRN,ZRH,150,4T
1311,RMF,ZRH,150,4T
1312,SKP,ZRH,150,4T
1313,ZRH,AYT,150,4T
1314,ZRH,HRG,150,4T
1315,ZRH,PRN,150,4T
1316,ZRH,RMF,150,4T
1317,ZRH,SKP,150,4T
1318,AGP,STR,150,4U
1319,AGP,STR,124,4U
1320,AGP,TXL,124,4U
1321,ALG,CGN,124,4U
1322,AMS,HAM,70,4U
1323,AOI,DUS,70,4U
1324,AOI,TXL,70,4U
1325,ARN,CGN,70,4U
1326,ARN,DUS,70,4U
1327,ARN,HAM,70,4U
1328,ATH,CGN,124,4U
1329,ATH,STR,124,4U
1330,AYT,CGN,150,4U
1331,BCN,CGN,150,4U
1332,BCN,CGN,124,4U
1333,BCN,DUS,150,4U
1334,BCN,DUS,124,4U
1335,BCN,HAJ,124,4U
1336,BCN,HAM,124,4U
1337,BCN,STR,124,4U
1338,BCN,STR,150,4U
1339,BDS,STR,124,4U
1340,BEG,STR,124,4U
1341,BGO,HAM,70,4U
1342,BHX,HAM,70,4U
1343,BHX,TXL,124,4U
1344,BIA,CGN,124,4U
1345,BIA,DUS,150,4U
1346,BIA,HAM,70,4U
1347,BIA,STR,124,4U
1348,BIA,TXL,150,4U
1349,BIO,DUS,70,4U
1350,BIO,STR,70,4U
1351,BIO,STR,124,4U
1352,BLQ,CGN,124,4U
1353,BLQ,TXL,124,4U
1354,BRE,STR,124,4U
1355,BRE,STR,70,4U
1356,BRI,CGN,124,4U
1357,BRI,DUS,70,4U
1358,BRI,STR,124,4U
1359,BRU,STR,124,4U
1360,BRU,STR,70,4U
1361,BSL,DUS,70,4U
1362,BUD,CGN,124,4U
1363,BUD,CGN,150,4U
1364,BUD,CGN,70,4U
1365,BUD,HAM,70,4U
1366,BUD,STR,124,4U
1367,BUD,STR,70,4U
1368,CAG,CGN,124,4U
1369,CAG,DUS,70,4U
1370,CAG,STR,124,4U
1371,CDG,HAM,124,4U
1372,CDG,HAM,70,4U
1373,CFU,CGN,150,4U
1374,CFU,CGN,124,4U
1375,CFU,DRS,124,4U
1376,CFU,STR,124,4U
1377,CGN,ALG,124,4U
1378,CGN,ARN,70,4U
1379,CGN,ATH,124,4U
1380,CGN,AYT,150,4U
1381,CGN,BCN,150,4U
1382,CGN,BCN,124,4U
1383,CGN,BIA,124,4U
1384,CGN,BLQ,124,4U
1385,CGN,BRI,124,4U
1386,CGN,BUD,124,4U
1387,CGN,BUD,150,4U
1388,CGN,BUD,70,4U
1389,CGN,CAG,124,4U
1390,CGN,CFU,150,4U
1391,CGN,CFU,124,4U
1392,CGN,CLY,124,4U
1393,CGN,CTA,124,4U
1394,CGN,DBV,124,4U
1395,CGN,DRS,124,4U
1396,CGN,DRS,70,4U
1397,CGN,DUB,124,4U
1398,CGN,EDI,124,4U
1399,CGN,FAO,124,4U
1400,CGN,FAO,150,4U
1401,CGN,FCO,124,4U
1402,CGN,FCO,150,4U
1403,CGN,FDH,124,4U
1404,CGN,FDH,70,4U
1405,CGN,HAM,124,4U
1406,CGN,HAM,70,4U
1407,CGN,HDF,70,4U
1408,CGN,HER,150,4U
1409,CGN,HER,124,4U
1410,CGN,IBZ,150,4U
1411,CGN,IBZ,124,4U
1412,CGN,JMK,124,4U
1413,CGN,JTR,124,4U
1414,CGN,KGS,124,4U
1415,CGN,KLU,70,4U
1416,CGN,KVA,124,4U
1417,CGN,KVA,150,4U
1418,CGN,LEJ,70,4U
1419,CGN,LEJ,124,4U
1420,CGN,LEJ,150,4U
1421,CGN,LHR,124,4U
1422,CGN,LHR,150,4U
1423,CGN,LIS,124,4U
1424,CGN,LIS,150,4U
1425,CGN,LPA,124,4U
1426,CGN,MAN,124,4U
1427,CGN,MXP,124,4U
1428,CGN,MXP,70,4U
1429,CGN,NAP,124,4U
1430,CGN,NAP,150,4U
1431,CGN,NCE,124,4U
1432,CGN,NCE,150,4U
1433,CGN,NDR,124,4U
1434,CGN,OLB,124,4U
1435,CGN,PMI,150,4U
1436,CGN,PMI,124,4U
1437,CGN,PMO,124,4U
1438,CGN,PMO,70,4U
1439,CGN,PRG,124,4U
1440,CGN,PRG,150,4U
1441,CGN,PRG,70,4U
1442,CGN,PSA,124,4U
1443,CGN,PUY,124,4U
1444,CGN,PUY,70,4U
1445,CGN,RAK,124,4U
1446,CGN,RHO,150,4U
1447,CGN,RJK,124,4U
1448,CGN,RLG,124,4U
1449,CGN,SAW,124,4U
1450,CGN,SAW,150,4U
1451,CGN,SJJ,124,4U
1452,CGN,SKG,124,4U
1453,CGN,SKG,150,4U
1454,CGN,SPU,124,4U
1455,CGN,STN,124,4U
1456,CGN,SUF,124,4U
1457,CGN,SZG,124,4U
1458,CGN,TLV,124,4U
1459,CGN,TLV,150,4U
1460,CGN,TUN,124,4U
1461,CGN,TXL,124,4U
1462,CGN,TXL,150,4U
1463,CGN,VCE,150,4U
1464,CGN,VCE,124,4U
1465,CGN,VIE,124,4U
1466,CGN,VIE,150,4U
1467,CGN,VRN,124,4U
1468,CGN,WAW,70,4U
1469,CGN,XRY,124,4U
1470,CGN,ZAD,124,4U
1471,CGN,ZAG,70,4U
1472,CGN,ZAG,124,4U
1473,CGN,ZRH,150,4U
1474,CGN,ZRH,124,4U
1475,CLY,CGN,124,4U
1476,CTA,CGN,124,4U
1477,CTA,DUS,70,4U
1478,CTA,HAJ,124,4U
1479,CTA,HAM,124,4U
1480,CTA,STR,124,4U
1481,CTA,TXL,124,4U
1482,CWL,DUS,70,4U
1483,DBV,CGN,124,4U
1484,DBV,DUS,70,4U
1485,DBV,HAJ,124,4U
1486,DBV,HAM,124,4U
1487,DBV,STR,124,4U
1488,DBV,TXL,150,4U
1489,DRS,CFU,124,4U
1490,DRS,CGN,124,4U
1491,DRS,CGN,70,4U
1492,DRS,DUS,124,4U
1493,DRS,DUS,70,4U
1494,DRS,STR,124,4U
1495,DRS,STR,70,4U
1496,DTM,HDF,124,4U
1497,DTM,MUC,124,4U
1498,DTM,PMI,124,4U
1499,DTM,PMI,150,4U
1500,DTM,SAW,124,4U
1501,DTM,SPU,124,4U
1502,DUB,CGN,124,4U
1503,DUB,DUS,70,4U
1504,DUS,AOI,70,4U
1505,DUS,ARN,70,4U
1506,DUS,BCN,150,4U
1507,DUS,BCN,124,4U
1508,DUS,BIA,150,4U
1509,DUS,BIO,70,4U
1510,DUS,BRI,70,4U
1511,DUS,BSL,70,4U
1512,DUS,CAG,70,4U
1513,DUS,CTA,70,4U
1514,DUS,CWL,70,4U
1515,DUS,DBV,70,4U
1516,DUS,DRS,124,4U
1517,DUS,DRS,70,4U
1518,DUS,DUB,70,4U
1519,DUS,GVA,70,4U
1520,DUS,HDF,70,4U
1521,DUS,HER,124,4U
1522,DUS,IBZ,150,4U
1523,DUS,KTW,70,4U
1524,DUS,LEJ,70,4U
1525,DUS,LYS,70,4U
1526,DUS,MAD,70,4U
1527,DUS,MPL,70,4U
1528,DUS,MXP,70,4U
1529,DUS,MXP,150,4U
1530,DUS,NQY,70,4U
1531,DUS,NUE,70,4U
1532,DUS,OLB,70,4U
1533,DUS,PMI,150,4U
1534,DUS,POZ,70,4U
1535,DUS,PRG,70,4U
1536,DUS,PRN,124,4U
1537,DUS,SKG,124,4U
1538,DUS,SKG,150,4U
1539,DUS,SPU,124,4U
1540,DUS,SUF,70,4U
1541,DUS,TRN,70,4U
1542,DUS,VCE,150,4U
1543,DUS,VCE,124,4U
1544,DUS,WAW,70,4U
1545,DUS,WRO,70,4U
1546,DUS,ZAD,70,4U
1547,EDI,CGN,124,4U
1548,FAO,CGN,124,4U
1549,FAO,CGN,150,4U
1550,FAO,HAM,124,4U
1551,FAO,STR,124,4U
1552,FAO,STR,150,4U
1553,FCO,CGN,124,4U
1554,FCO,CGN,150,4U
1555,FCO,HAJ,124,4U
1556,FCO,HAM,124,4U
1557,FCO,STR,124,4U
1558,FCO,TXL,124,4U
1559,FDH,CGN,124,4U
1560,FDH,CGN,70,4U
1561,FKB,HAM,70,4U
1562,FMM,HAM,70,4U
1563,FMM,TXL,70,4U
1564,FRA,HDF,70,4U
1565,GVA,DUS,70,4U
1566,GVA,HAM,70,4U
1567,HAJ,BCN,124,4U
1568,HAJ,CTA,124,4U
1569,HAJ,DBV,124,4U
1570,HAJ,FCO,124,4U
1571,HAJ,HER,124,4U
1572,HAJ,MXP,124,4U
1573,HAJ,NAP,124,4U
1574,HAJ,PMI,124,4U
1575,HAJ,PRN,124,4U
1576,HAJ,SAW,124,4U
1577,HAJ,SKG,124,4U
1578,HAJ,SPU,124,4U
1579,HAJ,STN,124,4U
1580,HAJ,STR,124,4U
1581,HAJ,SUF,124,4U
1582,HAJ,VCE,124,4U
1583,HAJ,VIE,124,4U
1584,HAM,AMS,70,4U
1585,HAM,ARN,70,4U
1586,HAM,BCN,124,4U
1587,HAM,BGO,70,4U
1588,HAM,BHX,70,4U
1589,HAM,BIA,70,4U
1590,HAM,BUD,70,4U
1591,HAM,CDG,124,4U
1592,HAM,CDG,70,4U
1593,HAM,CGN,124,4U
1594,HAM,CGN,70,4U
1595,HAM,CTA,124,4U
1596,HAM,DBV,124,4U
1597,HAM,FAO,124,4U
1598,HAM,FCO,124,4U
1599,HAM,FKB,70,4U
1600,HAM,FMM,70,4U
1601,HAM,GVA,70,4U
1602,HAM,HER,124,4U
1603,HAM,KLU,124,4U
1604,HAM,KLU,70,4U
1605,HAM,LHR,124,4U
1606,HAM,LHR,70,4U
1607,HAM,MAD,70,4U
1608,HAM,MAN,70,4U
1609,HAM,MXP,124,4U
1610,HAM,MXP,70,4U
1611,HAM,NAP,124,4U
1612,HAM,NCE,124,4U
1613,HAM,NUE,70,4U
1614,HAM,OLB,124,4U
1615,HAM,OSL,70,4U
1616,HAM,PMI,124,4U
1617,HAM,PRG,70,4U
1618,HAM,PRN,124,4U
1619,HAM,RJK,124,4U
1620,HAM,SAW,124,4U
1621,HAM,SKG,124,4U
1622,HAM,SPU,124,4U
1623,HAM,STR,124,4U
1624,HAM,STR,70,4U
1625,HAM,TLS,70,4U
1626,HAM,VCE,124,4U
1627,HAM,VCE,70,4U
1628,HAM,VIE,124,4U
1629,HAM,VIE,70,4U
1630,HAM,VRN,70,4U
1631,HAM,ZRH,124,4U
1632,HAM,ZRH,70,4U
1633,HDF,CGN,70,4U
1634,HDF,DTM,124,4U
1635,HDF,DUS,70,4U
1636,HDF,FRA,70,4U
1637,HDF,STR,70,4U
1638,HEL,TXL,124,4U
1639,HER,CGN,150,4U
1640,HER,CGN,124,4U
1641,HER,DUS,124,4U
1642,HER,HAJ,124,4U
1643,HER,HAM,124,4U
1644,HER,STR,124,4U
1645,HER,TXL,124,4U
1646,IBZ,CGN,150,4U
1647,IBZ,CGN,124,4U
1648,IBZ,DUS,150,4U
1649,IBZ,STR,124,4U
1650,IBZ,TXL,124,4U
1651,JMK,CGN,124,4U
1652,JTR,CGN,124,4U
1653,KGS,CGN,124,4U
1654,KLU,CGN,70,4U
1655,KLU,HAM,124,4U
1656,KLU,HAM,70,4U
1657,KLU,TXL,124,4U
1658,KLU,TXL,70,4U
1659,KRK,STR,70,4U
1660,KTW,DUS,70,4U
1661,KVA,CGN,124,4U
1662,KVA,CGN,150,4U
1663,KVA,STR,124,4U
1664,LEJ,CGN,70,4U
1665,LEJ,CGN,124,4U
1666,LEJ,CGN,150,4U
1667,LEJ,DUS,70,4U
1668,LEJ,STR,124,4U
1669,LEJ,STR,70,4U
1670,LHR,CGN,124,4U
1671,LHR,CGN,150,4U
1672,LHR,HAM,124,4U
1673,LHR,HAM,70,4U
1674,LHR,STR,124,4U
1675,LHR,STR,150,4U
1676,LHR,TXL,124,4U
1677,LHR,TXL,150,4U
1678,LIN,TXL,124,4U
1679,LIS,CGN,124,4U
1680,LIS,CGN,150,4U
1681,LIS,STR,124,4U
1682,LPA,CGN,124,4U
1683,LYS,DUS,70,4U
1684,MAD,DUS,70,4U
1685,MAD,HAM,70,4U
1686,MAN,CGN,124,4U
1687,MAN,HAM,70,4U
1688,MPL,DUS,70,4U
1689,MUC,DTM,124,4U
1690,MXP,CGN,124,4U
1691,MXP,CGN,70,4U
1692,MXP,DUS,70,4U
1693,MXP,DUS,150,4U
1694,MXP,HAJ,124,4U
1695,MXP,HAM,124,4U
1696,MXP,HAM,70,4U
1697,MXP,STR,70,4U
1698,MXP,STR,124,4U
1699,NAP,CGN,124,4U
1700,NAP,CGN,150,4U
1701,NAP,HAJ,124,4U
1702,NAP,HAM,124,4U
1703,NAP,STR,124,4U
1704,NCE,CGN,124,4U
1705,NCE,CGN,150,4U
1706,NCE,HAM,124,4U
1707,NCE,TXL,124,4U
1708,NDR,CGN,124,4U
1709,NQY,DUS,70,4U
1710,NUE,DUS,70,4U
1711,NUE,HAM,70,4U
1712,NUE,TXL,124,4U
1713,OLB,CGN,124,4U
1714,OLB,DUS,70,4U
1715,OLB,HAM,124,4U
1716,OLB,STR,124,4U
1717,OSL,HAM,70,4U
1718,PMI,CGN,150,4U
1719,PMI,CGN,124,4U
1720,PMI,DTM,124,4U
1721,PMI,DTM,150,4U
1722,PMI,DUS,150,4U
1723,PMI,HAJ,124,4U
1724,PMI,HAM,124,4U
1725,PMI,STR,124,4U
1726,PMI,STR,150,4U
1727,PMI,TXL,150,4U
1728,PMO,CGN,124,4U
1729,PMO,CGN,70,4U
1730,POZ,DUS,70,4U
1731,PRG,CGN,124,4U
1732,PRG,CGN,150,4U
1733,PRG,CGN,70,4U
1734,PRG,DUS,70,4U
1735,PRG,HAM,70,4U
1736,PRN,DUS,124,4U
1737,PRN,HAJ,124,4U
1738,PRN,HAM,124,4U
1739,PRN,STR,124,4U
1740,PRN,TXL,124,4U
1741,PSA,CGN,124,4U
1742,PUY,CGN,124,4U
1743,PUY,CGN,70,4U
1744,RAK,CGN,124,4U
1745,RHO,CGN,150,4U
1746,RJK,CGN,124,4U
1747,RJK,HAM,124,4U
1748,RJK,STR,124,4U
1749,RLG,CGN,124,4U
1750,RLG,STR,124,4U
1751,SAW,CGN,124,4U
1752,SAW,CGN,150,4U
1753,SAW,DTM,124,4U
1754,SAW,HAJ,124,4U
1755,SAW,HAM,124,4U
1756,SAW,STR,124,4U
1757,SAW,TXL,124,4U
1758,SJJ,CGN,124,4U
1759,SJJ,STR,124,4U
1760,SJJ,TXL,124,4U
1761,SKG,CGN,124,4U
1762,SKG,CGN,150,4U
1763,SKG,DUS,124,4U
1764,SKG,DUS,150,4U
1765,SKG,HAJ,124,4U
1766,SKG,HAM,124,4U
1767,SKG,STR,124,4U
1768,SKG,STR,150,4U
1769,SPU,CGN,124,4U
1770,SPU,DTM,124,4U
1771,SPU,DUS,124,4U
1772,SPU,HAJ,124,4U
1773,SPU,HAM,124,4U
1774,SPU,STR,124,4U
1775,SPU,STR,150,4U
1776,SPU,TXL,124,4U
1777,STN,CGN,124,4U
1778,STN,HAJ,124,4U
1779,STN,STR,124,4U
1780,STR,AGP,150,4U
1781,STR,AGP,124,4U
1782,STR,ATH,124,4U
1783,STR,BCN,124,4U
1784,STR,BCN,150,4U
